UNIQUE_ID,Watershed,DESCRIPTOR,Waterbody,MLTYP_NAME,Lat,Long,Datayear_mean,Datayear_n,Datayear_sd,Datayear_median,Datayear_max,Datayear_min,NO3,NO3_n,NO3_sd,NO3_median,NO3_max,NO3_min,TN,TN_n,TN_sd,TN_median,TN_max,TN_min
W2315,South Coastal,"[approximatley 90 feet downstream/east of Summer Street (3A),  Kingston]",Halls Brook,River/Stream,41.99860448,-70.73007,2011,4,0,2011,2011,2011,0.03,2,0.01414213562373095,0.03,0.04,0.02,0.65,2,0.26870057685088805,0.65,0.84,0.46
W2316,South Coastal,"[approximately 130 feet downstream/east of Maple Street, Kingston (downstream of Maple Street Dam, National Id MA02132)]",Halls Brook,River/Stream,41.99977266,-70.72579815,2011,4,0,2011,2011,2011,0.03,2,0.01414213562373095,0.03,0.04,0.02,0.765,2,0.12020815280171303,0.765,0.85,0.68
W2318,South Coastal,"[at railroad bridge approximately 1000 feet upstream of Route 3, east of Landing Road, Kingston]",Jones River,River/Stream,41.99609561,-70.72311164,2011,2,0,2011,2011,2011,0.55,1,NA,0.55,0.55,0.55,0.89,1,NA,0.89,0.89,0.89
W2319,South Coastal,"[approximately 200 feet downstream of Main Street (Route 3A), Kingston]",Smelt Brook,River/Stream,41.98783357,-70.70786751,2011,4,0,2011,2011,2011,0.48000000000000004,2,0.11313708498984763,0.48000000000000004,0.56,0.4,0.765,2,0.049497474683058366,0.765,0.8,0.73
W2320,South Coastal,"[approximately 60 feet upstream of confluence with Jones River, just downstream at Landing Road, Kingston]",Halls Brook,River/Stream,41.9979183,-70.72218147,2011,2,0,2011,2011,2011,0.04,1,NA,0.04,0.04,0.04,0.78,1,NA,0.78,0.78,0.78
W2321,South Coastal,"[Route 3, Kingston]",Jones River,River/Stream,41.99717794,-70.72120689,2011,2,0,2011,2011,2011,0.26,1,NA,0.26,0.26,0.26,0.88,1,NA,0.88,0.88,0.88
W2323,South Coastal,"[unnamed tributary to Duxbury Bay approximately 80 feet upstream of confluence with bay, south of Gray Beach, off Gray Beach Road, Kingston (not visible on USGS 1977 Plymouth quadrangle)]",Unnamed Tributary,River/Stream,41.98654008,-70.69885818,2011,2,0,2011,2011,2011,0.41,1,NA,0.41,0.41,0.41,0.67,1,NA,0.67,0.67,0.67
W2324,Chicopee,"[unnamed tributary to Quabbin Reservoir, approximately 1200 feet upstream/east from Cooleyville Road (and approximately 500 feet downstream/northwest from Hunt Road), New Salem]",Unnamed Tributary,River/Stream,42.44207131,-72.36869256,2014,10,0,2014,2014,2014,0.084,5,0.07127411872482185,0.084,0.2,0.02,0.426,5,0.29954966199279875,0.426,0.94,0.16
W2350,Chicopee,"[Route 32 crossing nearest Green Street, Monson]",Chicopee Brook,River/Stream,42.09324205,-72.31183457,2014,10,0,2014,2014,2014,0.228,5,0.05761944116355173,0.228,0.31,0.16,0.408,5,0.09148770409186142,0.408,0.5,0.27
W2372,Taunton,"[approximately 220 feet downstream/southeast from Route 44 (Winthrop Street), Taunton]",Mill River,River/Stream,41.90037801,-71.09399859,2015,6,3.0983866769659336,2015,2019,2013,0.19666666666666668,3,0.07234178138070237,0.19666666666666668,0.28,0.15,0.6366666666666666,3,0.06027713773341708,0.6366666666666666,0.7,0.58
W2373,Taunton,"[approximately 340 feet upstream/northwest from Route 123 (West Main Street), Norton]",Wading River,River/Stream,41.95255141,-71.22476066,2013,9,0,2013,2013,2013,0.2725,4,0.08180260794538684,0.2725,0.37,0.2,0.5660000000000001,5,0.10334408546211052,0.5660000000000001,0.67,0.43
W2374,Buzzards Bay,"[approximately 2380 feet upstream/southwest from Route 105 (Marion Road/Front Street), Rochester/Marion]",Doggett Brook,River/Stream,41.72789933,-70.79814166,2013,5,0,2013,2013,2013,0.06,2,0.0282842712474619,0.06,0.08,0.04,0.7766666666666666,3,0.12503332889007374,0.7766666666666666,0.92,0.69
W2375,Taunton,"[approximately 1840 feet downstream/west from Washington Street, East Bridgewater]",Satucket River,River/Stream,42.0184717,-70.92252609,2013,9,0,2013,2013,2013,0.27,4,0.1243650540411842,0.27,0.37,0.09,0.842,5,0.0506951674225463,0.842,0.92,0.79
W2376,Mount Hope Bay (Shore),"[approximately 1630 feet upstream/east from Bushee Road, Swansea]",Kickamuit River,River/Stream,41.74470234,-71.2482622,2013,7,0,2013,2013,2013,1.5266666666666666,3,1.1082117727823204,1.5266666666666666,2.4,0.28,2.375,4,0.9287087810503355,2.375,3.2,1.1
W2377,Taunton,"[approximately 675 feet downstream/south from Cocasset Street, Foxborough]",Rumford River,River/Stream,42.06112594,-71.2165861,2016.157894736842,19,3.077935056255462,2016.157894736842,2019,2013,0.31,9,0.14534441853748634,0.31,0.54,0.09,0.66,10,0.12692955176439846,0.66,0.8,0.42
W2378,Taunton,"[west of Carleton Street, just upstream/south of Ellsworth Street, Brockton]",Salisbury Brook,River/Stream,42.08257418,-71.03007602,2013,4,0,2013,2013,2013,0.78,2,0.4525483399593905,0.78,1.1,0.46,0.995,2,0.43133513652379407,0.995,1.3,0.69
W2379,Taunton,"[approximately 335 feet downstream/southwest from Clayton Road, Middleborough]",Puddingshear Brook,River/Stream,41.90743834,-70.97991603,2013,10,0,2013,2013,2013,0.456,5,0.28483328457187024,0.456,0.9,0.11,0.876,5,0.12177848742696717,0.876,1,0.71
W2380,Narragansett Bay (Shore),"[approximately 830 feet upstream/east from Danforth Street, Rehoboth]",Palmer River,River/Stream,41.84611359,-71.2625509,2013,10,0,2013,2013,2013,0.302,5,0.1164903429473877,0.302,0.46,0.2,0.798,5,0.15006665185843254,0.798,1,0.66
W2381,Taunton,[at the West Bridgewater/Bridgewater border approximately 600 feet from the confluence with Town River],Hockomock River,River/Stream,41.98836801,-71.03545292,2013,7,0,2013,2013,2013,0.30333333333333334,3,0.17897858344878398,0.30333333333333334,0.51,0.2,0.7375,4,0.08995369179009087,0.7375,0.86,0.67
W2382,Taunton,"[approximately 5220 feet upstream/south from Chace Road, Freetown]",Fall Brook,River/Stream,41.75570188,-70.9831251,2013,7,0,2013,2013,2013,0.02666666666666667,3,0.011547005383792516,0.02666666666666667,0.04,0.02,0.5825,4,0.08883505314157616,0.5825,0.7,0.5
W2383,Narragansett Bay (Shore),"[approximately 1750 feet downstream/southeast from Miller Street, Seekonk]",Clear Run Brook,River/Stream,41.80069261,-71.30434109,2013,7,0,2013,2013,2013,1.2866666666666666,3,0.38279672586548247,1.2866666666666666,1.6,0.86,2.45,4,0.5446711546122731,2.45,3.1,1.8
W2384,Taunton,"[approximately 770 feet downstream/west from Manley Street, West Bridgewater]",Hockomock River,River/Stream,42.01558538,-71.05266156,2013,9,0,2013,2013,2013,0.6325,4,0.20854655755170515,0.6325,0.85,0.35,0.902,5,0.10353743284435826,0.902,1,0.78
W2385,Neponset,"[approximately 500 feet upstream/south from Canton Avenue, Milton]",Pine Tree Brook,River/Stream,42.24343046,-71.09437763,2013,7,0,2013,2013,2013,0.22,3,0.21283796653792764,0.22,0.45,0.03,0.72,4,0.10862780491200218,0.72,0.82,0.58
W2386,Taunton,"[approximately 3200 feet upstream/northwest of Route 27 (Franklin Street), Whitman]",Shumatuscacant River,River/Stream,42.06811651,-70.91424154,2013,9,0,2013,2013,2013,0.2575,4,0.08732124598286489,0.2575,0.35,0.14,0.6900000000000001,5,0.06244997998398398,0.6900000000000001,0.77,0.62
W2387,Mount Hope Bay (Shore),"[approximately 2200 feet upstream/east from Hortonville Road, Swansea]",Cole River,River/Stream,41.7773089,-71.19253246,2013,7,0,2013,2013,2013,0.13333333333333333,3,0.08326663997864531,0.13333333333333333,0.2,0.04,1.2,4,0.21602468994692867,1.2,1.5,1
W2388,Buzzards Bay,"[approximately 5250 feet upstream/north of Acushnet Road, Mattapoisett (approximately 350 feet upstream of confluence of unnamed tributary, outlet of Tinkham Pond)]",Mattapoisett River,River/Stream,41.67967123,-70.84082513,2013,9,0,2013,2013,2013,0.1825,4,0.11116804097101529,0.1825,0.27,0.03,0.812,5,0.061400325732035015,0.812,0.9,0.73
W2389,Taunton,"[approximately 2800 feet upstream/north of Route 140 (Washington Street), Taunton]",Mill River,River/Stream,41.9093812,-71.0981243,2013,10,0,2013,2013,2013,0.13,5,0.049497474683058325,0.13,0.18,0.05,0.6,5,0.09999999999999999,0.6,0.75,0.5
W2390,Mystic,"[unnamed tributary to the Aberjona River approximately 700 feet downstream/east of Wildwood Road, Woburn (where stream exits culvert under parking area/driveway)]",Unnamed Tributary,River/Stream,42.49511888,-71.1361368,2013,5,0,2013,2013,2013,0.62,2,0.25455844122715715,0.62,0.8,0.44,0.89,3,0.35679125549822543,0.89,1.2,0.5
W2391,Cape Cod,"[east of Route 130, approximately 1400 feet downstream/south of the outlet of Santuit Pond, Mashpee]",Santuit River,River/Stream,41.64357833,-70.45336867,2013,9,0,2013,2013,2013,0.13999999999999999,4,0.1169045194450012,0.13999999999999999,0.3,0.02,0.85,5,0.1736375535418534,0.85,1,0.61
W2392,Cape Cod,"[approximately 1400 feet upstream/north of Route 6 (Mid Cape Highway), Harwich]",Herring River,River/Stream,41.70289295,-70.10477526,2013,4,0,2013,2013,2013,0.21500000000000002,2,0.021213203435596427,0.21500000000000002,0.23,0.2,0.415,2,0.007071067811865481,0.415,0.42,0.41
W2393,Taunton,"[unnamed tributary to Canoe River, south of Interstate 495, approximately 430 feet downstream/southeast of Newcomb Street, Norton]",Unnamed Tributary,River/Stream,41.98949513,-71.1737167,2013,9,0,2013,2013,2013,0.6175,4,0.38020827625570347,0.6175,0.96,0.08,1.038,5,0.13863621460498698,1.038,1.1,0.79
W2394,Buzzards Bay,"[unnamed tributary to Bread and Cheese Brook approximately 75 feet downstream/east of Gifford Road, Westport]",Unnamed Tributary,River/Stream,41.64180645,-71.0764565,2013,2,0,2013,2013,2013,1.3,1,NA,1.3,1.3,1.3,2.4,1,NA,2.4,2.4,2.4
W2395,Weymouth & Weir,"[approximately 110 feet upstream/south of Route 228 (East Street), Hingham]",Weir River,River/Stream,42.2422342,-70.85910564,2013,7,0,2013,2013,2013,0.6333333333333333,3,0.24214320831552005,0.6333333333333333,0.91,0.46,1.1225,4,0.1291962331752233,1.1225,1.3,0.99
W2396,Taunton,"[approximately 1500 feet downstream/north of Interstate 495, Middleborough]",Nemasket River,River/Stream,41.8814227,-70.90942651,2013,10,0,2013,2013,2013,0.028,5,0.013038404810405298,0.028,0.05,0.02,0.428,5,0.07155417527999328,0.428,0.53,0.33
W2397,Buzzards Bay,"[approximately 3350 feet upstream/north of New Bedford Road, Rochester]",Mattapoisett River,River/Stream,41.72740826,-70.85635593,2013,9,0,2013,2013,2013,0.2125,4,0.1422146265332789,0.2125,0.36,0.03,0.716,5,0.03507135583350035,0.716,0.75,0.66
W2398,Narragansett Bay (Shore),"[approximately 1600 feet upstream/north from Williams Street, Rehoboth]",East Branch (Palmer River),River/Stream,41.8647818,-71.22918554,2013,6,0,2013,2013,2013,0.12,3,0.055677643628300216,0.12,0.18,0.07,0.8300000000000001,3,0.2981610303175115,0.8300000000000001,1.1,0.51
W2399,South Coastal,"[approximately 175 feet upstream/north from Spring Street, Pembroke]",Pudding Brook,River/Stream,42.08658274,-70.75694672,2013,7,0,2013,2013,2013,0.49333333333333335,3,0.17502380790433436,0.49333333333333335,0.67,0.32,0.8475,4,0.07675719293112966,0.8475,0.96,0.79
W2400,Taunton,"[approximately 1770 feet downstream/east from Route 138 (Broadway), Raynham]",Pine Swamp Brook,River/Stream,41.9325177,-71.07757733,2013,10,0,2013,2013,2013,0.278,5,0.2210656011232865,0.278,0.63,0.05,1.1139999999999999,5,0.38259639308284127,1.1139999999999999,1.7,0.69
W2402,Taunton,"[approximately 1450 feet upstream/north from the Route 140 ramp to Route 495 north bound, Mansfield]",Rumford River,River/Stream,42.00502696,-71.21344675,2017,15,2.9277002188455996,2017,2019,2013,0.49,7,0.05228129047119374,0.49,0.57,0.42,0.7875,8,0.0732412842206205,0.7875,0.88,0.67
W2403,Weymouth & Weir,"[approximately 2250 feet upstream/south from South Pleasant Street, Hingham]",Accord Brook,River/Stream,42.19947614,-70.86206928,2013,7,0,2013,2013,2013,0.6,3,0.6934695379034324,0.6,1.4,0.17,1.475,4,0.29860788111948194,1.475,1.8,1.1
W2404,Buzzards Bay,"[approximately 2500 feet downstream/south from Route 6 (State Road), Dartmouth]",Paskamanset River,River/Stream,41.63338435,-70.98602228,2013,5,0,2013,2013,2013,0.165,2,0.13435028842544403,0.165,0.26,0.07,1.22,3,0.2705549851693737,1.22,1.5,0.96
W2405,Taunton,"[approximately 25 feet upstream/west from Hayward Street, Bridgewater]",Town River,River/Stream,41.99746222,-70.95386851,2017,15,2.9277002188455996,2017,2019,2013,0.92,7,0.919003083056127,0.92,2.6,0.1,1.7375,8,1.1096170510586072,1.7375,4.3,1.1
W2406,Taunton,"[approximately 1300 feet downstream/south from Grove Street, Brockton]",Salisbury Plain River,River/Stream,42.0754278,-71.00963849,2013,9,0,2013,2013,2013,1.1425,4,0.2980352328165245,1.1425,1.4,0.86,1.44,5,0.18165902124584954,1.44,1.6,1.2
W2407,Taunton,"[approximately 1150 feet downstream/northeast from Route 140 (Taunton Avenue), Norton]",Wading River,River/Stream,41.94945845,-71.17552595,2013,9,0,2013,2013,2013,0.18,4,0.06055300708194984,0.18,0.27,0.14,0.5800000000000001,5,0.10198039027185571,0.5800000000000001,0.67,0.45
W2408,Narragansett Bay (Shore),"[approximately 50 feet downstream/southwest from Arcade Avenue, Seekonk (upstream of unnamed tributary on northwestern bank)]",Runnins River,River/Stream,41.83058753,-71.32993703,2013,9,0,2013,2013,2013,0.2825,4,0.18246004128758347,0.2825,0.46,0.03,1.02,5,0.10747092630102335,1.02,1.2,0.91
W2409,Nashua,"[approximately 1450 feet upstream/north from Brooks Crossing, Townsend]",Mason Brook,River/Stream,42.706137,-71.751964,2013.5333333333333,15,0.5163977794943222,2013.5333333333333,2014,2013,0.055714285714285716,7,0.04197504927816955,0.055714285714285716,0.13,0.02,0.25,8,0.057817446699565886,0.25,0.35,0.19
W2410,Nashua,"[approximately 2775 feet downstream/north from Vinton Pond Road, Townsend]",Pearl Hill Brook,River/Stream,42.664623,-71.753811,2017.125,16,2.1563858652847827,2017.125,2019,2013,0.09914285714285714,7,0.03896763003412179,0.09914285714285714,0.15,0.054,0.23,9,0.05477225575051662,0.23,0.28,0.13
W2411,Buzzards Bay,"[east of Route 81, Tiverton RI approximately 3500 feet upstream of the inlet of Grays Mill Pond, Little Compton, Rhode Island]",West Branch Westport River,River/Stream,41.562812,-71.133855,2014.6666666666667,12,0.9847319278346619,2014.6666666666667,2016,2014,0.154,5,0.07162401831787993,0.154,0.21,0.04,0.8385714285714286,7,0.2385671513731212,0.8385714285714286,1.1,0.44
W2412,Taunton,"[approximately 570 feet upstream/east from Route 24/79 (Amvets Memorial Highway), Freetown]",Rattlesnake Brook,River/Stream,41.77444,-71.08528,2013,8,0,2013,2013,2013,0.02,4,0,0.02,0.02,0.02,0.4075,4,0.08098353742170895,0.4075,0.5,0.33
W2413,Blackstone,"[approximately 1400 feet downstream/south from the confluence of Tinkerville Brook, Burrillville, Rhode Island (approximately 1600 feet from MA/RI border)]",Round Top Brook,River/Stream,42.00792,-71.70506,2015.5,36,2.117950491799628,2015.5,2019,2013,0.14570588235294119,17,0.08810346524533126,0.14570588235294119,0.37,0.04,0.3563157894736842,19,0.08545372537980161,0.3563157894736842,0.51,0.15
W2414,Deerfield,"[east of Green River Road, Colrain approximately 50 feet upstream/north of the confluence of Thorne Brook, Leyden (lower portion of Thorne Brook inaccurate on USGS 1990 Colrain quadrangle)]",Green River,River/Stream,42.71500304,-72.66972243,2013.923076923077,26,0.8448941672459065,2013.923076923077,2015,2013,0.05761538461538462,13,0.016948640366011968,0.05761538461538462,0.09,0.04,0.26323076923076927,13,0.4075320342922247,0.26323076923076927,1.6,0.092
W2415,Westfield,"[approximately 160 feet downstream from the Middlefield Road bridge, Chester]",West Branch Westfield River,River/Stream,42.30007646,-72.98439297,2012,2,0,2012,2012,2012,0.16,1,NA,0.16,0.16,0.16,0.29,1,NA,0.29,0.29,0.29
W2450,Taunton,"[East Basin, approximately 15 feet from shore at boat ramp west off Route 36, Halifax]",Monponsett Pond,Lake,41.99920583,-70.83047126,2016,1,NA,2016,2016,2016,NA,0,NA,NA,-Inf,Inf,0.32,1,NA,0.32,0.32,0.32
W2453,Connecticut,"[approximately 675 feet downstream from Lake Pleasant Road, Montague]",Pond Brook,River/Stream,42.55286755,-72.51950306,2014,10,0,2014,2014,2014,0.022,5,0.004472135954999579,0.022,0.03,0.02,0.1482,5,0.05595712644516336,0.1482,0.22,0.071
W2454,Connecticut,"[unnamed tributary to Fort River approximately 850 feet upstream from Moody Bridge Road, Hadley]",Unnamed Tributary,River/Stream,42.33802189,-72.55536786,2014,10,0,2014,2014,2014,0.45,5,0.17860571099491754,0.45,0.66,0.25,1.8900000000000001,5,2.0387005665374205,1.8900000000000001,5.5,0.56
W2455,Chicopee,"[unnamed tributary to Perry Pond approximately 5200 feet upstream from Old East Brookfield Road, North Brookfield]",Unnamed Tributary,River/Stream,42.2526325,-72.05643235,2014,10,0,2014,2014,2014,0.12,5,0.06819090848492927,0.12,0.18,0.02,0.34400000000000003,5,0.07700649323271382,0.34400000000000003,0.41,0.26
W2456,Chicopee,"[approximately 2000 feet upstream of road crossing of the restricted portion of Monson Turnpike, Petersham]",West Branch Fever Brook,River/Stream,42.47216953,-72.25680238,2014,10,0,2014,2014,2014,0.034,5,0.01673320053068151,0.034,0.06,0.02,0.36,5,0.07035623639735145,0.36,0.44,0.26
W2457,Chicopee,"[approximately 5000 feet upstream from Moulton Hill Road, Monson]",Vinica Brook,River/Stream,42.05933009,-72.27160475,2014,10,0,2014,2014,2014,0.12,5,0.07968688725254613,0.12,0.22,0.04,0.33399999999999996,5,0.1209545369136685,0.33399999999999996,0.44,0.17
W2458,Connecticut,"[unnamed tributary coming from and draining to the state of Connecticut, approximately 300 feet upstream from South West Street, Agawam]",Unnamed Tributary,River/Stream,42.0373016,-72.69990551,2014,10,0,2014,2014,2014,0.926,5,0.15436968614336175,0.926,1.1,0.7,1.3,5,0.12247448713915883,1.3,1.4,1.1
W2460,Connecticut,"[east of Sampson Road, Huntington approximately 2.2 miles from the mouth at the inlet of Tighe Carmody Reservoir, Southampton]",Tucker Brook,River/Stream,42.26076443,-72.81803592,2014,8,0,2014,2014,2014,0.03,4,0.008164965809277261,0.03,0.04,0.02,0.40249999999999997,4,0.03947573094109004,0.40249999999999997,0.45,0.37
W2461,Connecticut,"[west of Route 63, approximately 2.5 miles upstream/north of Blue Hill Road, Leverett]",Long Plain Brook,River/Stream,42.47653586,-72.51860357,2014,10,0,2014,2014,2014,0.128,5,0.043243496620879306,0.128,0.18,0.07,0.192,5,0.04207136793592525,0.192,0.24,0.14
W2462,Chicopee,"[approximately 200 feet upstream of confluence with Quabbin Reservoir, Pelham]",Purgee Brook,River/Stream,42.38732571,-72.37351445,2014,10,0,2014,2014,2014,0.072,5,0.06760177512462229,0.072,0.19,0.02,0.1814,5,0.08817482633949442,0.1814,0.3,0.077
W2463,Connecticut,"[west of Route 47, approximately 1300 feet upstream of confluence with Connecticut River, South Hadley]",Bachelor Brook,River/Stream,42.27003392,-72.594205,2014,10,0,2014,2014,2014,0.19,5,0.04898979485566356,0.19,0.24,0.13,0.544,5,0.041593268686170824,0.544,0.59,0.49
W2466,Taunton,"[approximately 1300 feet upstream/east from Route 24/79 (Amvets Memorial Highway), Freetown]",Rattlesnake Brook,River/Stream,41.77254787,-71.08494839,2016.7272727272727,22,1.804275825757042,2016.7272727272727,2019,2015,0.038400000000000004,10,0.005059644256269407,0.038400000000000004,0.04,0.024,0.34833333333333333,12,0.1048664374190794,0.34833333333333333,0.6,0.2
W2506,Ipswich,"[approximately 200 feet downstream/north of Peabody Street, Middleton]",Ipswich River,River/Stream,42.616929,-70.9964121,2015,10,0,2015,2015,2015,0.09,5,0.03807886552931954,0.09,0.13,0.04,0.718,5,0.22906331002585292,0.718,1.1,0.5
W2507,Concord (SuAsCo),"[approximately 1400 feet upstream/south of Turnpike Road, Chelmsford]",River Meadow Brook,River/Stream,42.5943564,-71.3406697,2015,10,0,2015,2015,2015,0.1318,5,0.0780781659620665,0.1318,0.26,0.06,0.8119999999999999,5,0.3525195030065712,0.8119999999999999,1.4,0.46
W2508,Concord (SuAsCo),"[approximately 340 feet upstream/south of Clinton Street, Hopkinton]",Cold Spring Brook,River/Stream,42.2247791,-71.4776709,2015,10,0,2015,2015,2015,0.246,5,0.1636459593146131,0.246,0.52,0.12,0.904,5,0.24905822612393272,0.904,1.3,0.72
W2509,Charles,"[approximately 1000 feet upstream/south of Route 495, Bellingham]",Charles River,River/Stream,42.1049813,-71.4584048,2015,2,0,2015,2015,2015,3.4,1,NA,3.4,3.4,3.4,4.1,1,NA,4.1,4.1,4.1
W2510,Merrimack,"[approximately 4800 feet downstream/south of Lakeview Avenue, Dracut]",Beaver Brook,River/Stream,42.6718435,-71.3444481,2015,10,0,2015,2015,2015,0.276,5,0.11104053313993048,0.276,0.35,0.08,0.77,5,0.3059411708155671,0.77,1.3,0.55
W2511,Concord (SuAsCo),"[west of White Pond Road, Stow approximately 4200 feet upstream of mouth at confluence with Assabet River, Stow]",Assabet Brook,River/Stream,42.4276412,-71.4854492,2015,2,0,2015,2015,2015,0.19,1,NA,0.19,0.19,0.19,0.67,1,NA,0.67,0.67,0.67
W2512,Merrimack,"[approximately 7200 feet upstream of Newton Road, Amesbury]",Powwow River,River/Stream,42.8659286,-70.9615914,2015,10,0,2015,2015,2015,0.044,5,0.008944271909999158,0.044,0.06,0.04,0.538,5,0.07694153624668539,0.538,0.62,0.43
W2513,Concord (SuAsCo),"[approximately 3500 feet upstream/east of Fruit Street, Hopkinton]",Whitehall Brook,River/Stream,42.2532139,-71.56727,2015,10,0,2015,2015,2015,0.156,5,0.1099090533122727,0.156,0.33,0.04,0.65,5,0.27267196408871963,0.65,1.1,0.39
W2514,Charles,"[approximately 800 feet downstream/east of Webster Street, Needham]",Hurd Brook,River/Stream,42.3049376,-71.2338344,2015,8,0,2015,2015,2015,2.0575,4,1.0194238568917249,2.0575,2.6,0.53,2.25,4,0.8103497187428812,2.25,3,1.1
W2515,Ipswich,"[approximately 2500 feet downstream/north of Route 114, Middleton/Danvers]",Ipswich River,River/Stream,42.5790278,-70.9915364,2015,10,0,2015,2015,2015,0.094,5,0.04669047011971501,0.094,0.16,0.04,0.62,5,0.10148891565092219,0.62,0.77,0.51
W2516,Merrimack,"[approximately 450 feet upstream/south of Route 3, Chelmsford]",Stony Brook,River/Stream,42.6253944,-71.3890868,2015,10,0,2015,2015,2015,0.306,5,0.10039920318408906,0.306,0.42,0.18,0.7000000000000001,5,0.09797958971132709,0.7000000000000001,0.82,0.56
W2517,Parker,"[approximately 1200 feet upstream/south of Jackman Street, Georgetown]",Jackman Brook,River/Stream,42.7350352,-70.9427296,2015,10,0,2015,2015,2015,1.94,5,0.7536577472566709,1.94,2.8,1,2.56,5,0.5272570530585627,2.56,3.1,2
W2518,Charles,"[approximately 160 feet downstream/south of Trapelo Road, Waltham/Belmont]",Beaver Brook,River/Stream,42.3900984,-71.1967182,2015,2,0,2015,2015,2015,0.33,1,NA,0.33,0.33,0.33,0.82,1,NA,0.82,0.82,0.82
W2519,North Coastal,"[approximately 1600 feet downstream/south of Route 129, Saugus]",Saugus River,River/Stream,42.4958058,-71.0387409,2015,10,0,2015,2015,2015,0.244,5,0.03781534080237807,0.244,0.29,0.2,0.858,5,0.20437710243566912,0.858,1.2,0.67
W2520,Concord (SuAsCo),"[approximately 680 feet downstream/south of Route 20, Marlborough]",Broad Meadow Brook,River/Stream,42.347696,-71.5179405,2015,10,0,2015,2015,2015,0.114,5,0.05412947441089743,0.114,0.19,0.04,0.536,5,0.0893308457365092,0.536,0.67,0.43
W2521,Ipswich,"[approximately 550 feet downstream/south of River Road/Fuller Lane, Topsfield/Boxford]",Fish Brook,River/Stream,42.6339232,-70.9747374,2015,2,0,2015,2015,2015,0.25,1,NA,0.25,0.25,0.25,0.74,1,NA,0.74,0.74,0.74
W2522,Shawsheen,"[just downstream/west of the Route 62 eastbound ramp to Route 3 northbound, Bedford]",Vine Brook,River/Stream,42.5017852,-71.2407158,2015,10,0,2015,2015,2015,0.037,5,0.006708203932499369,0.037,0.04,0.025,0.494,5,0.15852444606432156,0.494,0.69,0.26
W2523,Shawsheen,"[approximately 1300 feet downstream/west of Route 495 crossing nearest the Massachusetts Avenue ramp to Route 495 southbound, Lawrence]",Shawsheen River,River/Stream,42.6971169,-71.1439954,2015,10,0,2015,2015,2015,0.318,5,0.07463243262818116,0.318,0.42,0.24,0.982,5,0.3340957946457872,0.982,1.5,0.63
W2524,Concord (SuAsCo),"[unnamed tributary eventually to Elizabeth Brook, approximately 725 feet upstream/north of Stow Road, Harvard]",Unnamed Tributary,River/Stream,42.4768312,-71.5654205,2015,6,0,2015,2015,2015,0.17666666666666667,3,0.08386497083606083,0.17666666666666667,0.23,0.08,0.42666666666666664,3,0.005773502691896263,0.42666666666666664,0.43,0.42
W2525,Concord (SuAsCo),"[Route 117 crossing nearest the Meadow Road intersection, Bolton]",Great Brook,River/Stream,42.4356962,-71.5704097,2015,10,0,2015,2015,2015,0.096,5,0.028809720581775868,0.096,0.13,0.06,0.404,5,0.05128352561983234,0.404,0.45,0.32
W2526,Ipswich,"[approximately 175 feet downstream/east of Chestnut Street, North Reading]",Ipswich River,River/Stream,42.5718288,-71.0962545,2015,10,0,2015,2015,2015,0.094,5,0.06228964600958974,0.094,0.18,0.04,0.804,5,0.19060430215501437,0.804,1.1,0.6
W2527,Concord (SuAsCo),"[approximately 4000 feet upstream/west of Main Street (Route 27), Acton]",Nashoba Brook,River/Stream,42.5267785,-71.4134214,2015,8,0,2015,2015,2015,0.295,4,0.04932882862316247,0.295,0.36,0.24,2.4,4,1.9339079605813716,2.4,5.3,1.4
W2528,Concord (SuAsCo),"[unnamed tributary to Hop Brook, approximately 875 feet downstream/north of Main Boulevard, Shrewsbury]",Unnamed Tributary,River/Stream,42.2910744,-71.6885308,2015,10,0,2015,2015,2015,0.432,5,0.11627553482998908,0.432,0.55,0.31,0.672,5,0.026832815729997444,0.672,0.71,0.65
W2529,Merrimack,"[approximately 1200 feet downstream/north of Bridge Street, Groton]",Cow Pond Brook,River/Stream,42.6297304,-71.5061583,2015,10,0,2015,2015,2015,0.34,5,0.54,0.34,1.3,0.04,0.752,5,0.6474333942576641,0.752,1.9,0.36
W2530,Charles,"[approximately 250 feet upstream/south of Miller Street, Norfolk]",Mill River,River/Stream,42.1217687,-71.3654398,2015,10,0,2015,2015,2015,0.07,5,0.053851648071345036,0.07,0.15,0.02,0.482,5,0.20054924582256597,0.482,0.82,0.32
W2531,Concord (SuAsCo),"[east of Otis Street, Northborough approximately 2900 feet upstream of mouth at confluence with Assabet River, Northborough]",Hop Brook,River/Stream,42.2871321,-71.6512886,2015,10,0,2015,2015,2015,0.5680000000000001,5,0.2595573154430443,0.5680000000000001,0.98,0.34,0.9,5,0.18398369492974098,0.9,1.2,0.7
W2532,Merrimack,"[approximately 100 feet upstream/north of River Road, Merrimac]",Cobbler Brook,River/Stream,42.8261109,-70.9840121,2015,8,0,2015,2015,2015,0.45,4,0.14674240468703428,0.45,0.67,0.37,1.0975,4,0.23669600757089254,1.0975,1.3,0.85
W2533,Merrimack,"[approximately 50 feet downstream/east of Park Avenue, Dracut]",Beaver Brook,River/Stream,42.6681776,-71.3263353,2015,10,0,2015,2015,2015,0.252,5,0.11344602240713422,0.252,0.36,0.08,0.8019999999999999,5,0.40419054912256425,0.8019999999999999,1.5,0.47
